DEPARTAMENTO,poblacion_total,tiempo_medio_ponderado_min,pct_sin_ruta,n_centros_poblados
LORETO,1068130.0,34.99318277142906,0.8954423592493298,1492
JUNIN,1379934.0,32.90926206493631,0.03622641509433966,2650
LAMBAYEQUE,1290617.0,22.699704234010575,0.006993006993006978,858
