DEMAND_ID,facility_id,time_min,distance_m,facility_id_foot,time_min_foot,departamento_x,facility_id_bike,time_min_bike,departamento_y,ratio_foot_car,ratio_bike_car,cambia_establecimiento_auto_vs_pie
33,8653,16.692535973141677,17968.193201801034,8653.0,239.57590935734723,JUNIN,8653.0,77.00654229343301,JUNIN,14.35227755344217,4.613232070749267,0.0
34,340,14.96513235625091,16525.192280578798,340.0,220.335897074384,JUNIN,340.0,70.82225263105198,JUNIN,14.723284220226097,4.732484213644101,0.0
35,11129,96.26561275981443,81396.86525256101,30057.0,1094.2928006933832,LAMBAYEQUE,30057.0,346.56934179496267,LAMBAYEQUE,11.367431934637724,3.600136454329372,1.0
36,34252,8.290679710705325,5448.783236899538,34252.0,72.92285613981434,JUNIN,34252.0,23.351928158140883,JUNIN,8.795763276882212,2.816648208950558,0.0
37,4370,71.45438669110297,77916.50201694088,4370.0,1038.886693559211,LAMBAYEQUE,4370.0,333.9278657868891,LAMBAYEQUE,14.53915905891564,4.673301126080025,0.0
38,8653,77.65886747030407,51799.88995085887,8653.0,690.6651993447854,JUNIN,8653.0,221.99952836082366,JUNIN,8.89357805287192,2.8586500884231145,0.0
39,8653,46.92692466545157,34456.541061231546,8653.0,459.42054748308743,JUNIN,8653.0,147.67089026242087,JUNIN,9.790126899607401,3.146826503445234,0.0
40,519,35.81406042208007,28264.35047563952,519.0,399.8151580428968,JUNIN,519.0,121.13293060988363,JUNIN,11.163636664788864,3.3822730285897102,0.0
41,365,105.19694947233806,87767.54206415938,8653.0,913.2331346568401,JUNIN,8653.0,293.5392218539842,JUNIN,8.681175064843284,2.7903776994139116,1.0
42,25383,96.78069213116312,72395.40773491343,25383.0,924.6880143287158,JUNIN,25383.0,297.2056089844285,JUNIN,9.554467879559303,3.07091840779189,0.0
43,25383,104.79350912150122,95941.25567121751,25383.0,1238.6326534794364,JUNIN,25383.0,398.1163858543033,JUNIN,11.819745935249891,3.7990557735089623,0.0
44,8653,30.87234070422402,30568.0311323562,8653.0,407.4708980027867,JUNIN,8653.0,131.00584771009798,JUNIN,13.198574798931125,4.243469873736315,0.0
46,519,29.94514452209522,21621.174086810366,519.0,288.2823211574714,JUNIN,519.0,92.66217465775871,JUNIN,9.627013853439927,3.0943973100342634,0.0
47,4370,22.364813395573673,16987.488689347705,,,LAMBAYEQUE,4370.0,72.60236736997884,LAMBAYEQUE,,3.246276464991562,
48,365,26.924626517980297,19502.816433527307,365.0,260.03755244703086,JUNIN,365.0,83.58349900083132,JUNIN,9.65798178382818,3.104351287659057,0.0
49,30057,22.560948181885298,18607.470860554375,30057.0,248.09961147405838,LAMBAYEQUE,30057.0,79.74630368809018,LAMBAYEQUE,10.996861012839133,3.5347053255554353,0.0
50,8653,81.10145221687232,72254.10743392893,519.0,955.9780173289644,JUNIN,519.0,307.27864842716696,JUNIN,11.787434024887695,3.788818079428186,1.0
51,11129,49.054735353341286,41828.25395080489,10972.0,528.4354975155259,LAMBAYEQUE,10972.0,169.9138049270308,LAMBAYEQUE,10.77236465978676,3.4637594862787777,1.0
53,4370,161.1791940944475,145129.08801581568,4370.0,1935.054506877543,LAMBAYEQUE,4370.0,621.981805782067,LAMBAYEQUE,12.00560976712443,3.858945996575707,0.0
54,519,56.70372131822157,37429.901049664884,519.0,499.0653473288649,JUNIN,519.0,160.41386164142085,JUNIN,8.801280334461783,2.8289829646484304,0.0
56,27857,61.323115959430865,59007.77374479236,27857.0,781.1129496878513,JUNIN,27857.0,252.89045890625306,JUNIN,12.737659159469441,4.12390099474978,0.0
57,25383,6.2528288690836265,5879.0842239769745,25383.0,78.38778965302632,JUNIN,25383.0,25.19607524561561,JUNIN,12.536372143591755,4.029548189011637,0.0
58,432,64.12860013125638,40054.50637018951,432.0,534.06008493586,JUNIN,432.0,171.66217015795502,JUNIN,8.327954825815047,2.676842622583408,0.0
60,520,62.58372817301481,40097.582377720646,520.0,544.4265565099035,JUNIN,520.0,169.8628141965339,JUNIN,8.699171052974314,2.7141689885738742,0.0
61,8653,34.724275734433654,34427.89204729102,8653.0,459.0385606305471,JUNIN,8653.0,147.54810877410435,JUNIN,13.219528728005994,4.249134234001924,0.0
63,365,11.073358416518563,9086.756341331993,365.0,121.15675121775986,JUNIN,365.0,38.94324146285141,JUNIN,10.941283272925185,3.516841052011669,0.0
64,25383,88.35478444966357,59455.91829905106,25383.0,752.1614885172177,JUNIN,25383.0,241.7506542593041,JUNIN,8.512968405754304,2.7361354086832885,0.0
65,8653,19.15150881764214,21971.872818373187,8653.0,292.9583042449759,JUNIN,8653.0,94.16516922159938,JUNIN,15.296878540196596,4.916853816491762,0.0
